Exch,ExchType,Token,LastRate,LastQty,TotalQty,High,Low,OpenRate,PClose,AvgRate,Time,BidQty,BidRate,OffQty,OffRate,TBidQ,TOffQ,TickDt,ChgPcnt
N,C,1594,1902.55,9,513216,1923.7,1901,1919.3,1915.65,1910.01,12840,21,1902.35,288,1902.95,137462,180855,/Date(1738901040000)/,-0.683841
N,C,11483,3357.05,8,64489,3369.95,3350.35,3367,3352.75,3357.43,12839,1,3356.05,11,3357.05,90584,97305,/Date(1738901039000)/,0.128252938
N,C,3045,742.05,734,4528016,759.9,740.8,759.8,752.25,745.71,12840,483,742,108,742.05,896513,1262514,/Date(1738901040000)/,-1.35593224
N,C,11536,4033,4,219612,4090,4028.7,4090,4082.75,4051.79,12840,150,4033,30,4033.9,72940,86012,/Date(1738901040000)/,-1.21854138
B,C,500112,742,3,211491,761.8,740.55,761.8,752.35,744.96,12840,300,742,39,742.35,165581,236719,/Date(1738901040000)/,-1.37568951
N,C,2885,1272,7,1241136,1283.7,1269.4,1276.15,1281.55,1273.89,12841,9,1272,110,1272.15,318242,516121,/Date(1738901041000)/,-0.7451914
B,C,500325,1272.25,5,46612,1284.75,1266.45,1266.45,1281.55,1271.95,12841,143,1271.6,48,1272.25,114430,119902,/Date(1738901041000)/,-0.725683749
N,C,4963,1269.05,73,564541,1275,1268,1272,1272.4,1270.84,12840,417,1269.05,7,1269.35,255595,308609,/Date(1738901040000)/,-0.263281971
N,C,3045,742.05,952,4528968,759.9,740.8,759.8,752.25,745.71,12841,1406,742,76,742.05,901869,1262434,/Date(1738901041000)/,-1.35593224
N,C,1594,1902.35,28,513244,1923.7,1901,1919.3,1915.65,1910.01,12840,6,1902.35,3,1902.9,138035,181206,/Date(1738901040000)/,-0.69428134
N,C,1333,1755.05,1410,1736221,1757.5,1746.75,1750,1743.85,1752.75,12841,333,1755.05,1,1755.2,234418,391045,/Date(1738901041000)/,0.6422571
N,C,2885,1272.55,2022,1243158,1283.7,1269.4,1276.15,1281.55,1273.88,12841,16,1272.35,141,1272.55,323954,513083,/Date(1738901041000)/,-0.702274561
B,C,500325,1272.25,48,46660,1284.75,1266.45,1266.45,1281.55,1271.96,12841,198,1271.8,38,1272.55,115775,117168,/Date(1738901041000)/,-0.725683749
B,C,500112,742.4,81,211572,761.8,740.55,761.8,752.35,744.96,12841,625,742.05,1067,742.5,166617,227243,/Date(1738901041000)/,-1.32252276
B,C,500180,1755.5,46,26526,1757.35,1747.5,1750.55,1744.7,1753.29,12842,178,1754.6,51,1755.65,74587,82331,/Date(1738901042000)/,0.6190176
B,C,500112,742.5,351,211923,761.8,740.55,761.8,752.35,744.96,12842,677,742.1,649,742.5,165161,222554,/Date(1738901042000)/,-1.30923116
N,C,3045,742.35,1494,4530462,759.9,740.8,759.8,752.25,745.71,12842,781,742.35,25,742.6,889835,1256852,/Date(1738901042000)/,-1.31605184
N,C,1594,1902.3,52,513296,1923.7,1901,1919.3,1915.65,1910,12842,716,1902.3,79,1902.9,138448,181071,/Date(1738901042000)/,-0.6968914
N,C,1333,1755.4,1175,1737396,1757.5,1746.75,1750,1743.85,1752.75,12842,135,1755.25,574,1755.75,236673,388770,/Date(1738901042000)/,0.6623276
B,C,532215,1017.6,49,5206,1023,1015,1020.55,1020.55,1017.8,12842,155,1017,49,1017.75,78265,71852,/Date(1738901042000)/,-0.289059818
N,C,2885,1272.15,912,1244070,1283.7,1269.4,1276.15,1281.55,1273.88,12842,500,1272.2,1,1272.45,317680,511007,/Date(1738901042000)/,-0.7334868
N,C,1394,2353,82,91891,2381.95,2350,2380,2372.7,2356.45,12841,357,2352.5,2,2353.05,85670,67726,/Date(1738901041000)/,-0.8302777
B,C,500180,1755.5,150,26676,1757.35,1747.5,1750.55,1744.7,1753.3,12842,74,1754.65,14,1755.65,74712,81321,/Date(1738901042000)/,0.6190176
B,C,500325,1271.8,1,46661,1284.75,1266.45,1266.45,1281.55,1271.96,12843,91,1271.8,88,1272.55,120945,119772,/Date(1738901043000)/,-0.760797441
B,C,500112,742.5,649,212572,761.8,740.55,761.8,752.35,744.95,12842,569,742.4,2,742.9,163494,226100,/Date(1738901042000)/,-1.30923116
N,C,11483,3356.1,69,64558,3369.95,3350.35,3367,3352.75,3357.43,12842,5,3356.2,12,3357.45,90612,97276,/Date(1738901042000)/,0.09991798
N,C,3045,742.45,1957,4532419,759.9,740.8,759.8,752.25,745.71,12843,336,742.35,956,742.6,890089,1259262,/Date(1738901043000)/,-1.30275846
N,C,1594,1902.3,77,513373,1923.7,1901,1919.3,1915.65,1910,12843,639,1902.3,66,1902.9,138371,181092,/Date(1738901043000)/,-0.6968914
N,C,1333,1755.75,236,1737632,1757.5,1746.75,1750,1743.85,1752.75,12844,332,1755.35,485,1755.75,235331,390783,/Date(1738901044000)/,0.68239814
N,C,2885,1272.5,51,1244121,1283.7,1269.4,1276.15,1281.55,1273.88,12844,711,1272.25,32,1272.5,318339,511903,/Date(1738901044000)/,-0.706176162
N,C,3045,742.45,357,4532776,759.9,740.8,759.8,752.25,745.7,12844,1044,742.2,19,742.45,891928,1259492,/Date(1738901044000)/,-1.30275846
N,C,1594,1902.25,25,513398,1923.7,1901,1919.3,1915.65,1910,12844,323,1902.25,10,1902.75,139015,181807,/Date(1738901044000)/,-0.6995015
N,C,11536,4033,87,219699,4090,4028.7,4090,4082.75,4051.78,12844,94,4033,36,4033.9,72988,86016,/Date(1738901044000)/,-1.21854138
N,C,1333,1755.75,36,1737668,1757.5,1746.75,1750,1743.85,1752.75,12845,358,1755.35,480,1755.75,235929,388276,/Date(1738901045000)/,0.68239814
N,C,2885,1272.5,1,1244122,1283.7,1269.4,1276.15,1281.55,1273.88,12845,6,1272.25,38,1272.5,315620,512116,/Date(1738901045000)/,-0.706176162
N,C,5900,1017.4,1965,190260,1024.45,1014.55,1019.5,1020.7,1017.64,12844,268,1017.3,65,1017.6,250753,296560,/Date(1738901044000)/,-0.323307544
N,C,3045,742.45,268,4533044,759.9,740.8,759.8,752.25,745.7,12845,503,742.15,189,742.45,890705,1257828,/Date(1738901045000)/,-1.30275846
N,C,1594,1902.25,4,513402,1923.7,1901,1919.3,1915.65,1910,12844,320,1902.25,10,1902.75,138915,181004,/Date(1738901044000)/,-0.6995015
N,C,2885,1272.3,855,1253493,1283.7,1269.4,1276.15,1281.55,1273.87,12858,96,1272.3,18,1272.55,317582,518748,/Date(1738901058000)/,-0.7217822
B,C,500325,1272.55,25,46699,1284.75,1266.45,1266.45,1281.55,1271.96,12851,3,1272.1,135,1272.75,118672,124359,/Date(1738901051000)/,-0.702274561
N,C,11536,4033,403,220206,4090,4028.7,4090,4082.75,4051.74,12858,10,4031.6,23,4033,72362,86341,/Date(1738901058000)/,-1.21854138
B,C,532540,4033,12,2283,4091.9,4030,4060.15,4082.7,4045.98,12856,6,4032.05,25,4034.85,18056,23049,/Date(1738901056000)/,-1.21733165
N,C,1333,1758.35,453,1770163,1758.85,1746.75,1750,1743.85,1752.84,12859,1180,1758.35,1016,1758.85,236756,378370,/Date(1738901059000)/,0.831493556
B,C,500180,1758.7,1,28410,1758.7,1747.5,1750.55,1744.7,1753.53,12857,65,1757.8,58,1758.9,82954,79770,/Date(1738901057000)/,0.8024302
N,C,1594,1901.65,13,517636,1923.7,1901,1919.3,1915.65,1909.94,12858,329,1901.65,323,1902,140481,181268,/Date(1738901058000)/,-0.730822444
B,C,500209,1902.15,3,14823,1921,1880.2,1880.2,1915.95,1900.76,12853,136,1901.4,4,1902.5,45111,63273,/Date(1738901053000)/,-0.7202693
N,C,1394,2351.5,102,92877,2381.95,2350,2380,2372.7,2356.41,12856,54,2351.5,12,2351.9,84754,69784,/Date(1738901056000)/,-0.8934968
B,C,500696,2351.1,1,5466,2382.95,2350.4,2382.95,2373.5,2357.25,12858,11,2351,27,2352.4,26814,31880,/Date(1738901058000)/,-0.943753958
N,C,4963,1269.4,79,564832,1275,1268,1272,1272.4,1270.84,12855,95,1269.3,848,1269.4,255416,308477,/Date(1738901055000)/,-0.2357749
B,C,532174,1269.45,2,5424,1273.35,1268.25,1272.6,1272.65,1270.39,12858,38,1268.95,22,1269.45,70471,85109,/Date(1738901058000)/,-0.251443833
N,C,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Date(-62135596800000)/,0
B,C,500247,1917,10,1369,1920.85,1913.55,1917.25,1915.55,1917.24,12851,4,1915.6,9,1917.6,38818,42077,/Date(1738901051000)/,0.0756962746
N,C,5900,1017.6,177,190437,1024.45,1014.55,1019.5,1020.7,1017.64,12851,625,1017.5,5,1017.6,256976,299716,/Date(1738901051000)/,-0.303713143
B,C,532215,1017.6,49,5206,1023,1015,1020.55,1020.55,1017.8,12842,155,1017,49,1017.75,78265,71852,/Date(1738901042000)/,-0.289059818
N,C,11483,3357.1,61,64796,3369.95,3350.35,3367,3352.75,3357.43,12857,24,3356,14,3357.05,90785,97346,/Date(1738901057000)/,0.129744232
B,C,500510,3357.35,10,5155,3397.85,3349.6,3397.85,3352.9,3358.13,12858,4,3356.2,15,3358.05,20292,26046,/Date(1738901058000)/,0.132720932
N,C,3045,742.1,423,4545017,759.9,740.8,759.8,752.25,745.7,12858,596,742.1,1,742.15,925964,1265670,/Date(1738901058000)/,-1.34928548
B,C,500112,742.55,20,212801,761.8,740.55,761.8,752.35,744.95,12855,526,742.1,2,742.5,163499,230472,/Date(1738901055000)/,-1.30258524
B,C,500180,1758.85,1,28411,1758.85,1747.5,1750.55,1744.7,1753.53,12859,65,1757.9,35,1758.85,82976,81206,/Date(1738901059000)/,0.811027646
N,C,5900,1017.65,633,191070,1024.45,1014.55,1019.5,1020.7,1017.64,12855,766,1017.6,114,1017.65,257045,300622,/Date(1738901055000)/,-0.298814535
N,C,2885,1272.55,20,1253513,1283.7,1269.4,1276.15,1281.55,1273.87,12859,10,1272.5,62,1272.55,318893,519314,/Date(1738901059000)/,-0.702274561
N,C,3045,742.3,1558,4546575,759.9,740.8,759.8,752.25,745.69,12859,858,742.15,7,742.3,927332,1263082,/Date(1738901059000)/,-1.32269859
N,C,1594,1901.65,48,517684,1923.7,1901,1919.3,1915.65,1909.94,12858,281,1901.65,4,1901.8,142104,181285,/Date(1738901058000)/,-0.730822444
B,C,500325,1272.75,50,46749,1284.75,1266.45,1266.45,1281.55,1271.96,12859,711,1272,46,1272.75,120603,120569,/Date(1738901059000)/,-0.686668456
N,C,1333,1758.85,224,1770387,1758.85,1746.75,1750,1743.85,1752.84,12860,78,1758.5,816,1758.85,236874,376285,/Date(1738901060000)/,0.8601657
N,C,2885,1272.45,142,1253655,1283.7,1269.4,1276.15,1281.55,1273.87,12860,135,1272.3,77,1272.5,318862,518789,/Date(1738901060000)/,-0.710077643
B,C,500325,1272,15,46764,1284.75,1266.45,1266.45,1281.55,1271.96,12860,569,1272,127,1272.7,118965,123791,/Date(1738901060000)/,-0.7451914
B,C,500112,742.6,10,212811,761.8,740.55,761.8,752.35,744.95,12860,110,742.15,7,742.55,161077,231575,/Date(1738901060000)/,-1.29593933
N,C,3045,742.1,473,4547048,759.9,740.8,759.8,752.25,745.69,12860,1201,742.1,5,742.15,927702,1264260,/Date(1738901060000)/,-1.34928548
N,C,1594,1901.65,8,517692,1923.7,1901,1919.3,1915.65,1909.94,12860,295,1901.65,4,1901.8,140912,181210,/Date(1738901060000)/,-0.730822444
N,C,1333,1758.85,58,1770445,1758.85,1746.75,1750,1743.85,1752.84,12861,16,1758.8,772,1758.85,237114,377457,/Date(1738901061000)/,0.8601657
N,C,3045,742.15,255,4547303,759.9,740.8,759.8,752.25,745.69,12861,417,742.15,66,742.35,925496,1273734,/Date(1738901061000)/,-1.34263873
B,C,500180,1758.5,2,28413,1758.85,1747.5,1750.55,1744.7,1753.53,12861,57,1758.05,109,1759,77801,75779,/Date(1738901061000)/,0.7909669
N,C,1594,1901.65,22,517714,1923.7,1901,1919.3,1915.65,1909.94,12861,278,1901.5,34,1901.8,138892,181438,/Date(1738901061000)/,-0.730822444
B,C,500112,742.5,1,212812,761.8,740.55,761.8,752.35,744.95,12861,110,742.15,59,742.6,156920,230781,/Date(1738901061000)/,-1.30923116
B,C,500696,2351,5,5471,2382.95,2350.4,2382.95,2373.5,2357.24,12861,6,2351,30,2352.15,26797,32211,/Date(1738901061000)/,-0.9479672
N,C,1333,1758.85,1204,1771649,1759,1746.75,1750,1743.85,1752.84,12862,382,1758.55,47,1758.85,237842,377184,/Date(1738901062000)/,0.8601657
N,C,1333,1759,1204,1771649,1759,1746.75,1750,1743.85,1752.84,12862,382,1758.55,47,1758.85,237842,377184,/Date(1738901062000)/,0.8687674
B,C,500325,1272,3,46767,1284.75,1266.45,1266.45,1281.55,1271.96,12862,566,1272,127,1272.7,118806,123176,/Date(1738901062000)/,-0.7451914
N,C,4963,1269.4,89,564921,1275,1268,1272,1272.4,1270.84,12859,375,1269.3,798,1269.4,255202,307989,/Date(1738901059000)/,-0.2357749
N,C,2885,1272.3,8,1253663,1283.7,1269.4,1276.15,1281.55,1273.87,12862,141,1272.3,82,1272.5,319993,518877,/Date(1738901062000)/,-0.7217822
N,C,3045,742.15,687,4547990,759.9,740.8,759.8,752.25,745.69,12863,38,742.1,3,742.15,924000,1272445,/Date(1738901063000)/,-1.34263873
N,C,1594,1901.65,812,518526,1923.7,1901,1919.3,1915.65,1909.93,12863,3,1901.35,217,1901.65,139728,180655,/Date(1738901063000)/,-0.730822444
B,C,500180,1758.1,10,28423,1758.85,1747.5,1750.55,1744.7,1753.53,12863,56,1758.1,109,1759,81491,75422,/Date(1738901063000)/,0.768040359
B,C,500112,742.25,1888,214700,761.8,740.55,761.8,752.35,744.92,12863,43,742.2,432,742.65,151422,228616,/Date(1738901063000)/,-1.34246027
B,C,532540,4031.3,13,2296,4091.9,4030,4060.15,4082.7,4045.9,12862,6,4031.25,14,4034.3,17312,23313,/Date(1738901062000)/,-1.25897074
N,C,1333,1759,451,1772100,1759,1746.75,1750,1743.85,1752.84,12863,6,1758.95,4709,1759,237725,376381,/Date(1738901063000)/,0.8687674
B,C,500112,742.5,5,214705,761.8,740.55,761.8,752.35,744.92,12863,43,742.2,283,742.6,159177,230213,/Date(1738901063000)/,-1.30923116
N,C,2885,1272.5,132,1253795,1283.7,1269.4,1276.15,1281.55,1273.87,12863,500,1272.35,21,1272.5,322698,518977,/Date(1738901063000)/,-0.706176162
N,C,3045,742.15,5663,4553653,759.9,740.8,759.8,752.25,745.69,12864,594,742.15,174,742.2,917953,1275726,/Date(1738901064000)/,-1.34263873
N,C,1594,1901.3,53,518579,1923.7,1901,1919.3,1915.65,1909.93,12863,214,1901.3,187,1901.5,136285,181548,/Date(1738901063000)/,-0.749093
N,C,1394,2351.8,812,93689,2381.95,2350,2380,2372.7,2356.36,12864,34,2350.8,37,2351.85,84376,68491,/Date(1738901064000)/,-0.880853
N,C,1333,1759,259,1772359,1759,1746.75,1750,1743.85,1752.84,12864,32,1758.95,4670,1759,237611,376920,/Date(1738901064000)/,0.8687674
B,C,500112,742.65,350,215055,761.8,740.55,761.8,752.35,744.92,12864,43,742.2,142,742.55,161707,230354,/Date(1738901064000)/,-1.28929353
N,C,11483,3356.45,93,64889,3369.95,3350.35,3367,3352.75,3357.42,12863,6,3355.3,19,3356.35,91541,96298,/Date(1738901063000)/,0.110357173
N,C,3045,742,17641,4571294,759.9,740.8,759.8,752.25,745.68,12865,55,741.85,12210,742,892887,1289578,/Date(1738901065000)/,-1.362579
N,C,1594,1901.3,139,518718,1923.7,1901,1919.3,1915.65,1909.92,12865,395,1901.45,290,1901.5,141436,181423,/Date(1738901065000)/,-0.749093
N,C,1333,1759,5837,1778196,1759,1746.75,1750,1743.85,1752.87,12865,13,1758.95,412,1759,236817,374335,/Date(1738901065000)/,0.8687674
B,C,500325,1272.55,6,46773,1284.75,1266.45,1266.45,1281.55,1271.96,12865,401,1272,222,1272.55,121521,122518,/Date(1738901065000)/,-0.702274561
B,C,500112,742.35,560,215615,761.8,740.55,761.8,752.35,744.91,12865,506,742,45,742.3,156965,230881,/Date(1738901065000)/,-1.32916856
N,C,11536,4031.3,662,220868,4090,4028.7,4090,4082.75,4051.68,12865,3,4031.3,42,4033,72186,87462,/Date(1738901065000)/,-1.26018
N,C,2885,1272.45,76,1253871,1283.7,1269.4,1276.15,1281.55,1273.87,12865,89,1272.3,72,1272.45,318389,519702,/Date(1738901065000)/,-0.710077643
B,C,500510,3356.1,5,5160,3397.85,3349.6,3397.85,3352.9,3358.13,12866,46,3356.1,22,3357.85,20489,26532,/Date(1738901066000)/,0.09543977
N,C,3045,742,1444,4572738,759.9,740.8,759.8,752.25,745.67,12866,6357,741.8,12847,742,905473,1290147,/Date(1738901066000)/,-1.362579
N,C,1594,1901.5,1,518719,1923.7,1901,1919.3,1915.65,1909.92,12865,395,1901.45,313,1901.5,141791,182768,/Date(1738901065000)/,-0.738652647
N,C,5900,1018.2,6441,197511,1024.45,1014.55,1019.5,1020.7,1017.66,12865,1121,1017.9,13,1018.2,261020,296857,/Date(1738901065000)/,-0.24492994
N,C,1333,1759,3464,1781660,1759,1746.75,1750,1743.85,1752.88,12866,533,1758.95,259,1759,237383,376779,/Date(1738901066000)/,0.8687674
B,C,500325,1272,4,46777,1284.75,1266.45,1266.45,1281.55,1271.96,12866,397,1272,222,1272.55,121854,121662,/Date(1738901066000)/,-0.7451914
B,C,500696,2350.5,20,5491,2382.95,2350.4,2382.95,2373.5,2357.22,12866,20,2350.5,1,2352.1,27046,31223,/Date(1738901066000)/,-0.969033062
N,C,2885,1272.45,21,1253892,1283.7,1269.4,1276.15,1281.55,1273.87,12866,89,1272.3,144,1272.45,318601,519775,/Date(1738901066000)/,-0.710077643
N,C,3045,742,1927,4574665,759.9,740.8,759.8,752.25,745.67,12867,5039,741.8,12529,742,904314,1289172,/Date(1738901067000)/,-1.362579
N,C,1594,1901.45,188,518907,1923.7,1901,1919.3,1915.65,1909.92,12867,208,1901.45,361,1901.5,141250,183135,/Date(1738901067000)/,-0.741262734
B,C,500209,1901.1,1,14824,1921,1880.2,1880.2,1915.95,1900.76,12867,31,1901.1,55,1901.85,45041,67301,/Date(1738901067000)/,-0.7750724
N,C,1333,1759,574,1782234,1759.15,1746.75,1750,1743.85,1752.88,12867,740,1759,11,1759.15,238081,376945,/Date(1738901067000)/,0.8687674
N,C,1333,1759.15,574,1782234,1759.15,1746.75,1750,1743.85,1752.88,12867,740,1759,11,1759.15,238081,376945,/Date(1738901067000)/,0.877369
B,C,500180,1759,2,28425,1759,1747.5,1750.55,1744.7,1753.53,12867,2,1758.7,70,1759,82629,82287,/Date(1738901067000)/,0.819625139
B,C,500112,742,95,215710,761.8,740.55,761.8,752.35,744.91,12867,411,742,2,742.3,160104,232053,/Date(1738901067000)/,-1.37568951
N,C,2885,1272.45,28,1253920,1283.7,1269.4,1276.15,1281.55,1273.87,12868,89,1272.3,116,1272.45,316459,519905,/Date(1738901068000)/,-0.710077643
N,C,3045,742,1487,4576152,759.9,740.8,759.8,752.25,745.67,12868,154,741.85,11217,742,905505,1286506,/Date(1738901068000)/,-1.362579
N,C,1594,1901.45,117,519024,1923.7,1901,1919.3,1915.65,1909.92,12868,91,1901.45,361,1901.5,140868,183335,/Date(1738901068000)/,-0.741262734
B,C,500510,3356.1,20,5180,3397.85,3349.6,3397.85,3352.9,3358.12,12868,26,3356.1,24,3357.65,19293,26209,/Date(1738901068000)/,0.09543977
N,C,1333,1759,654,1782888,1759.15,1746.75,1750,1743.85,1752.88,12868,588,1759,77,1759.15,237585,377627,/Date(1738901068000)/,0.8687674
N,C,2885,1272.45,1,1253921,1283.7,1269.4,1276.15,1281.55,1273.87,12869,131,1272.3,115,1272.45,316616,519866,/Date(1738901069000)/,-0.710077643
B,C,500112,742.35,550,216260,761.8,740.55,761.8,752.35,744.91,12869,478,742,1,742.3,162728,232285,/Date(1738901069000)/,-1.32916856
N,C,3045,742,1665,4577817,759.9,740.8,759.8,752.25,745.67,12869,92,741.9,9644,742,903481,1284949,/Date(1738901069000)/,-1.362579
N,C,1594,1901.45,91,519115,1923.7,1901,1919.3,1915.65,1909.92,12868,89,1901.2,407,1901.5,140796,183311,/Date(1738901068000)/,-0.741262734
N,C,4963,1269.4,199,565120,1275,1268,1272,1272.4,1270.84,12869,363,1269.3,928,1269.4,255615,307870,/Date(1738901069000)/,-0.2357749
N,C,1333,1759.15,231,1783119,1759.15,1746.75,1750,1743.85,1752.88,12870,535,1759,79,1759.15,237861,377333,/Date(1738901070000)/,0.877369
N,C,2885,1272.45,575,1254496,1283.7,1269.4,1276.15,1281.55,1273.87,12870,18,1272.3,81,1272.45,316176,516793,/Date(1738901070000)/,-0.710077643
B,C,500180,1758.5,15,28440,1759,1747.5,1750.55,1744.7,1753.53,12870,33,1758.5,70,1759,82183,75003,/Date(1738901070000)/,0.7909669
B,C,500325,1272.55,4,46781,1284.75,1266.45,1266.45,1281.55,1271.96,12870,4,1272.1,218,1272.55,119700,125132,/Date(1738901070000)/,-0.702274561
N,C,3045,742,4298,4582115,759.9,740.8,759.8,752.25,745.67,12870,92,741.85,5608,742,904322,1281592,/Date(1738901070000)/,-1.362579
B,C,500112,742.3,506,216766,761.8,740.55,761.8,752.35,744.9,12870,45,741.95,2,742.3,160901,232199,/Date(1738901070000)/,-1.33581436
N,C,1594,1901.2,8,519123,1923.7,1901,1919.3,1915.65,1909.92,12870,95,1901.2,361,1901.5,140803,183336,/Date(1738901070000)/,-0.7543132
N,C,1333,1759.4,542,1783661,1759.4,1746.75,1750,1743.85,1752.88,12871,43,1759.15,533,1759.35,237235,376873,/Date(1738901071000)/,0.891705155
N,C,1394,2351,244,93933,2381.95,2350,2380,2372.7,2356.35,12869,8,2350.55,40,2351.8,84223,68360,/Date(1738901069000)/,-0.91457
N,C,2885,1272.45,1,1254497,1283.7,1269.4,1276.15,1281.55,1273.87,12871,61,1272.3,80,1272.45,318606,519981,/Date(1738901071000)/,-0.710077643
N,C,3045,742,7888,4590003,759.9,740.8,759.8,752.25,745.66,12871,176,741.95,1041,742,898914,1285331,/Date(1738901071000)/,-1.362579
N,C,1594,1901.2,2,519125,1923.7,1901,1919.3,1915.65,1909.92,12871,94,1901.2,360,1901.5,140786,182656,/Date(1738901071000)/,-0.7543132
N,C,11483,3355.8,104,64993,3369.95,3350.35,3367,3352.75,3357.42,12871,1,3355.1,11,3355.8,92593,96159,/Date(1738901071000)/,0.0909701
N,C,1333,1759.35,157,1783818,1759.4,1746.75,1750,1743.85,1752.88,12872,114,1759.15,435,1759.35,237999,376869,/Date(1738901072000)/,0.8888379
B,C,500180,1759,93,28533,1759,1747.5,1750.55,1744.7,1753.55,12872,69,1758.35,49,1759.45,83281,81044,/Date(1738901072000)/,0.819625139
B,C,500112,741.95,7,216773,761.8,740.55,761.8,752.35,744.9,12872,127,741.9,112,742.3,159367,231601,/Date(1738901072000)/,-1.38233542
N,C,2885,1272.3,812,1255309,1283.7,1269.4,1276.15,1281.55,1273.87,12872,132,1272.3,6,1272.4,319438,518343,/Date(1738901072000)/,-0.7217822
N,C,3045,742.1,10200,4600203,759.9,740.8,759.8,752.25,745.65,12873,15,742,641,742.2,904021,1277221,/Date(1738901073000)/,-1.34928548
N,C,1594,1901.5,3,519128,1923.7,1901,1919.3,1915.65,1909.92,12872,189,1901.2,357,1901.5,140832,183029,/Date(1738901072000)/,-0.738652647
B,C,500180,1758.2,130,28663,1759,1747.5,1750.55,1744.7,1753.58,12872,9,1758.4,37,1759.25,83151,78464,/Date(1738901072000)/,0.773772
B,C,500325,1272,20,46801,1284.75,1266.45,1266.45,1281.55,1271.96,12873,482,1272,218,1272.55,119501,125626,/Date(1738901073000)/,-0.7451914
N,C,11536,4031.85,396,221264,4090,4028.7,4090,4082.75,4051.65,12872,88,4031.85,63,4033,72549,87529,/Date(1738901072000)/,-1.24670875
N,C,1333,1759.15,3482,1787300,1759.4,1746.75,1750,1743.85,1752.9,12873,4,1759.15,1650,1759.2,235927,379867,/Date(1738901073000)/,0.877369
B,C,500112,742.35,326,217099,761.8,740.55,761.8,752.35,744.9,12873,115,742,2,742.4,158116,230720,/Date(1738901073000)/,-1.32916856
B,C,500696,2351.9,10,5501,2382.95,2350.4,2382.95,2373.5,2357.21,12873,20,2350.55,5,2351.9,26885,30944,/Date(1738901073000)/,-0.9100485
B,C,500112,742.35,100,217199,761.8,740.55,761.8,752.35,744.89,12873,48,742,2,742.3,161327,229100,/Date(1738901073000)/,-1.32916856
N,C,5900,1018,1108,198619,1024.45,1014.55,1019.5,1020.7,1017.66,12873,90,1018,2,1018.05,258978,297793,/Date(1738901073000)/,-0.264524341
N,C,3045,742.5,15304,4615507,759.9,740.8,759.8,752.25,745.64,12873,139,742.15,429,742.5,895987,1280774,/Date(1738901073000)/,-1.2961117
N,C,1594,1901.5,901,520029,1923.7,1901,1919.3,1915.65,1909.9,12874,1,1901.45,292,1901.5,141000,183010,/Date(1738901074000)/,-0.738652647
N,C,1333,1759.2,657,1787957,1759.4,1746.75,1750,1743.85,1752.9,12874,38,1759.05,1610,1759.2,235749,380621,/Date(1738901074000)/,0.880236268
B,C,500510,3357.3,1,5181,3397.85,3349.6,3397.85,3352.9,3358.12,12874,25,3356.1,22,3357.3,20471,26031,/Date(1738901074000)/,0.131229684
B,C,500180,1759.35,50,28713,1759.35,1747.5,1750.55,1744.7,1753.58,12873,9,1758.4,49,1759.25,83121,78193,/Date(1738901073000)/,0.8396859
B,C,500112,742.1,350,217549,761.8,740.55,761.8,752.35,744.89,12874,473,742.1,110,742.55,157754,231196,/Date(1738901074000)/,-1.36239779
B,C,500112,742.55,3,217552,761.8,740.55,761.8,752.35,744.89,12874,485,742.05,302,742.55,155285,231050,/Date(1738901074000)/,-1.30258524
B,C,500696,2351.9,1,5502,2382.95,2350.4,2382.95,2373.5,2357.21,12874,35,2350.45,40,2351.9,26980,31873,/Date(1738901074000)/,-0.9100485
N,C,2885,1272.3,71,1255380,1283.7,1269.4,1276.15,1281.55,1273.87,12874,70,1272.3,50,1272.4,318934,518660,/Date(1738901074000)/,-0.7217822
B,C,500510,3356.1,2,5183,3397.85,3349.6,3397.85,3352.9,3358.12,12874,23,3356.1,12,3357.3,22433,26434,/Date(1738901074000)/,0.09543977
B,C,500209,1901,1,14825,1921,1880.2,1880.2,1915.95,1900.76,12874,31,1901,56,1901.8,46840,65712,/Date(1738901074000)/,-0.780291736
N,C,3045,742.2,2830,4618337,759.9,740.8,759.8,752.25,745.64,12874,361,742.05,315,742.2,897203,1290403,/Date(1738901074000)/,-1.335992
N,C,1594,1901.45,71,520100,1923.7,1901,1919.3,1915.65,1909.9,12875,16,1901.45,395,1901.5,140853,183113,/Date(1738901075000)/,-0.741262734
N,C,1333,1758.8,1488,1789445,1759.4,1746.75,1750,1743.85,1752.9,12875,3,1758.8,250,1758.85,233171,382018,/Date(1738901075000)/,0.857298553
